,gpa,major,gmat,work_exp,admission
4583,3.29,STEM,660.0,3.0,Admit
4584,3.36,Humanities,640.0,6.0,Rejected
4585,3.23,Business,650.0,6.0,Rejected
4586,3.26,Humanities,630.0,6.0,Rejected
4587,3.21,Humanities,620.0,4.0,Rejected
4588,3.16,Business,640.0,5.0,Rejected
4589,3.26,STEM,680.0,7.0,Rejected
4590,3.28,STEM,660.0,5.0,Rejected
4591,3.29,Humanities,680.0,5.0,Rejected
4592,3.37,Business,630.0,6.0,Rejected
4593,3.12,STEM,630.0,5.0,Rejected
4594,3.34,Business,660.0,5.0,Rejected
4595,3.12,Humanities,650.0,7.0,Rejected
4596,3.51,Humanities,720.0,4.0,Admit
4597,3.13,Humanities,620.0,4.0,Rejected
4598,3.33,STEM,690.0,4.0,Rejected
4599,3.21,STEM,570.0,6.0,Rejected
4600,3.11,Business,630.0,4.0,Rejected
4601,3.21,Business,680.0,6.0,Admit
4602,3.25,STEM,650.0,6.0,Rejected
4603,3.31,Humanities,570.0,4.0,Rejected
4604,3.48,Business,640.0,3.0,Rejected
4605,3.17,STEM,620.0,6.0,Rejected
4606,3.24,Humanities,640.0,5.0,Rejected
4607,3.17,STEM,650.0,5.0,Rejected
4608,3.19,STEM,640.0,6.0,Rejected
4609,3.26,Humanities,640.0,5.0,Rejected
4610,2.89,STEM,590.0,4.0,Rejected
4611,3.35,Humanities,700.0,5.0,Admit
4612,3.54,STEM,680.0,6.0,Admit
4613,3.04,Business,570.0,6.0,Rejected
4614,3.26,Humanities,640.0,6.0,Rejected
4615,3.26,Humanities,620.0,6.0,Rejected
4616,3.08,Humanities,600.0,4.0,Rejected
4617,3.06,STEM,620.0,6.0,Rejected
4618,3.51,Business,710.0,4.0,Rejected
4619,3.27,Business,620.0,6.0,Rejected
4620,3.48,Business,740.0,4.0,Rejected
4621,3.43,STEM,670.0,4.0,Admit
4622,3.29,STEM,620.0,5.0,Rejected
4623,3.32,Business,750.0,5.0,Rejected
4624,3.24,STEM,650.0,5.0,Rejected
4625,3.33,STEM,580.0,5.0,Rejected
4626,3.23,STEM,640.0,5.0,Rejected
4627,3.19,Business,650.0,6.0,Rejected
4628,3.05,Humanities,610.0,4.0,Rejected
4629,3.32,Humanities,620.0,4.0,Rejected
4630,3.21,Business,620.0,7.0,Rejected
4631,3.33,Humanities,650.0,5.0,Rejected
4632,3.32,Humanities,640.0,4.0,Rejected
4633,3.23,STEM,690.0,4.0,Rejected
4634,3.2,Humanities,650.0,5.0,Rejected
4635,3.01,STEM,580.0,7.0,Rejected
4636,3.43,STEM,600.0,4.0,Rejected
4637,3.48,Business,700.0,5.0,Rejected
4638,3.4,STEM,730.0,6.0,Rejected
4639,3.02,Business,580.0,7.0,Rejected
4640,3.17,Humanities,640.0,4.0,Rejected
4641,3.41,Business,730.0,5.0,Admit
4642,3.22,Humanities,610.0,4.0,Rejected
4643,3.09,Humanities,660.0,7.0,Rejected
4644,3.3,Business,780.0,5.0,Rejected
4645,3.19,Humanities,660.0,6.0,Rejected
4646,3.37,Business,680.0,7.0,Rejected
4647,3.26,Business,630.0,6.0,Rejected
4648,3.1,STEM,590.0,4.0,Rejected
4649,2.96,Humanities,610.0,5.0,Rejected
4650,3.03,STEM,570.0,4.0,Rejected
4651,3.45,Business,640.0,3.0,Rejected
4652,3.18,Humanities,660.0,6.0,Rejected
4653,3.44,STEM,750.0,5.0,Rejected
4654,3.34,Business,700.0,7.0,Admit
4655,3.25,Humanities,680.0,4.0,Rejected
4656,3.13,Business,700.0,5.0,Rejected
4657,3.39,Business,710.0,5.0,Admit
4658,3.33,Humanities,680.0,6.0,Admit
4659,3.31,Business,620.0,4.0,Rejected
4660,3.16,STEM,570.0,5.0,Rejected
4661,3.02,Business,590.0,6.0,Rejected
4662,3.43,STEM,640.0,3.0,Rejected
4663,3.13,STEM,670.0,6.0,Rejected
4664,3.25,Humanities,570.0,6.0,Rejected
4665,3.19,Humanities,650.0,6.0,Rejected
4666,3.38,STEM,640.0,4.0,Rejected
4667,3.36,Humanities,660.0,4.0,Rejected
4668,3.12,Humanities,570.0,5.0,Rejected
4669,3.5,STEM,690.0,3.0,Admit
4670,3.28,Business,590.0,6.0,Rejected
4671,3.22,Business,570.0,6.0,Rejected
4672,3.02,STEM,570.0,7.0,Rejected
4673,3.22,STEM,660.0,4.0,Rejected
4674,3.22,Business,710.0,3.0,Rejected
4675,3.15,Humanities,600.0,5.0,Rejected
4676,3.01,STEM,620.0,7.0,Rejected
4677,3.25,Business,710.0,5.0,Rejected
4678,3.19,STEM,660.0,6.0,Rejected
4679,3.45,Humanities,710.0,5.0,Waitlist
4680,3.39,Business,780.0,5.0,Rejected
4681,3.41,STEM,700.0,3.0,Rejected
4682,3.17,STEM,650.0,4.0,Rejected
4683,2.98,Business,570.0,5.0,Rejected
4684,3.19,STEM,720.0,5.0,Rejected
4685,3.33,Business,600.0,4.0,Rejected
4686,3.31,STEM,640.0,5.0,Rejected
4687,3.11,Business,570.0,5.0,Rejected
4688,3.4,Humanities,750.0,6.0,Rejected
4689,3.34,STEM,690.0,6.0,Rejected
4690,3.41,STEM,670.0,6.0,Rejected
4691,2.94,Humanities,570.0,6.0,Rejected
4692,3.06,Humanities,590.0,7.0,Rejected
4693,3.29,STEM,670.0,4.0,Rejected
4694,2.96,STEM,630.0,5.0,Rejected
4695,3.28,Business,720.0,5.0,Admit
4696,3.22,Humanities,760.0,6.0,Rejected
4697,3.43,STEM,780.0,5.0,Rejected
4698,3.5,Business,680.0,5.0,Admit
4699,3.15,Business,650.0,5.0,Rejected
4700,3.33,Business,660.0,5.0,Rejected
4701,3.16,Humanities,670.0,4.0,Rejected
4702,3.08,Business,690.0,6.0,Rejected
4703,3.11,Business,600.0,5.0,Rejected
4704,3.38,Humanities,660.0,4.0,Rejected
4705,3.17,Humanities,630.0,6.0,Rejected
4706,3.11,Business,660.0,6.0,Rejected
4707,3.33,Business,740.0,6.0,Rejected
4708,3.02,Business,610.0,5.0,Rejected
4709,3.06,Humanities,620.0,5.0,Rejected
4710,3.27,Business,690.0,4.0,Rejected
4711,3.22,STEM,720.0,6.0,Rejected
4712,3.23,Humanities,600.0,5.0,Rejected
4713,3.25,STEM,600.0,5.0,Rejected
4714,3.22,STEM,640.0,5.0,Rejected
4715,3.08,Humanities,610.0,5.0,Rejected
4716,3.29,STEM,610.0,4.0,Rejected
4717,3.33,Humanities,670.0,6.0,Admit
4718,3.12,Humanities,590.0,6.0,Rejected
4719,3.03,Humanities,600.0,6.0,Rejected
4720,2.9,Business,580.0,8.0,Rejected
4721,3.27,STEM,640.0,4.0,Rejected
4722,3.2,Humanities,640.0,4.0,Rejected
4723,3.55,Humanities,710.0,5.0,Rejected
4724,3.18,Humanities,660.0,4.0,Rejected
4725,3.02,Business,620.0,5.0,Rejected
4726,3.18,Humanities,680.0,5.0,Rejected
4727,3.5,Humanities,630.0,3.0,Rejected
4728,3.48,STEM,700.0,4.0,Rejected
4729,3.29,Business,710.0,4.0,Rejected
4730,3.31,Humanities,640.0,4.0,Rejected
4731,3.25,STEM,660.0,6.0,Rejected
4732,3.29,STEM,620.0,6.0,Rejected
4733,3.73,Humanities,780.0,5.0,Admit
4734,3.07,Business,670.0,5.0,Rejected
4735,3.3,Business,650.0,4.0,Rejected
4736,3.36,Humanities,710.0,5.0,Admit
4737,3.08,Business,570.0,4.0,Rejected
4738,3.19,Business,650.0,4.0,Rejected
4739,3.19,Business,640.0,4.0,Rejected
4740,2.91,STEM,570.0,5.0,Rejected
4741,3.18,STEM,630.0,7.0,Rejected
4742,3.39,STEM,700.0,5.0,Admit
4743,3.36,Business,700.0,6.0,Admit
4744,2.96,Business,640.0,5.0,Rejected
4745,3.42,STEM,680.0,5.0,Rejected
4746,3.23,Humanities,660.0,6.0,Rejected
4747,3.29,Business,600.0,6.0,Rejected
4748,3.51,Business,780.0,4.0,Admit
4749,3.26,Humanities,640.0,5.0,Rejected
4750,3.17,STEM,570.0,5.0,Rejected
4751,3.12,STEM,580.0,5.0,Rejected
4752,3.23,STEM,680.0,5.0,Admit
4753,3.46,Humanities,770.0,5.0,Rejected
4754,3.24,Business,590.0,5.0,Rejected
4755,3.43,Humanities,690.0,4.0,Waitlist
4756,3.41,STEM,740.0,4.0,Rejected
4757,3.28,Humanities,630.0,3.0,Rejected
4758,3.1,Business,570.0,6.0,Rejected
4759,3.17,Business,620.0,6.0,Rejected
4760,3.3,Humanities,710.0,4.0,Rejected
4761,3.26,Humanities,620.0,4.0,Rejected
4762,2.96,Humanities,600.0,6.0,Rejected
4763,3.28,Business,640.0,5.0,Rejected
4764,3.09,Business,570.0,6.0,Rejected
4765,3.27,Humanities,690.0,3.0,Rejected
4766,3.3,STEM,750.0,7.0,Rejected
4767,3.55,Business,700.0,4.0,Admit
4768,3.29,Humanities,640.0,5.0,Rejected
4769,3.27,STEM,700.0,5.0,Admit
4770,3.5,Humanities,670.0,5.0,Rejected
4771,3.41,STEM,640.0,5.0,Rejected
4772,3.14,STEM,640.0,4.0,Rejected
4773,3.33,Business,700.0,4.0,Rejected
4774,3.46,Humanities,720.0,5.0,Rejected
4775,3.25,Business,720.0,4.0,Admit
4776,3.26,STEM,590.0,5.0,Rejected
4777,3.23,STEM,650.0,5.0,Rejected
4778,3.08,STEM,570.0,6.0,Rejected
4779,3.11,Business,620.0,4.0,Rejected
4780,3.22,Business,640.0,5.0,Rejected
4781,3.28,Business,640.0,5.0,Rejected
4782,3.36,Humanities,650.0,5.0,Rejected
4783,3.14,Humanities,630.0,4.0,Rejected
4784,3.36,Humanities,710.0,4.0,Admit
4785,3.45,Humanities,730.0,5.0,Rejected
4786,3.38,STEM,750.0,4.0,Rejected
4787,3.17,Business,620.0,7.0,Rejected
4788,3.3,Humanities,730.0,4.0,Rejected
4789,3.18,Business,660.0,4.0,Rejected
4790,3.38,Business,720.0,5.0,Admit
4791,3.28,Business,690.0,5.0,Rejected
4792,3.44,Business,720.0,6.0,Rejected
4793,3.43,STEM,680.0,5.0,Rejected
4794,3.19,Business,610.0,4.0,Rejected
4795,3.27,Business,630.0,5.0,Rejected
4796,3.16,Business,640.0,4.0,Rejected
4797,3.48,Humanities,610.0,6.0,Rejected
4798,3.33,STEM,710.0,6.0,Rejected
4799,3.42,Humanities,610.0,6.0,Rejected
4800,3.18,STEM,660.0,5.0,Rejected
4801,3.21,Business,600.0,5.0,Rejected
4802,3.2,STEM,570.0,5.0,Rejected
4803,2.95,Business,610.0,4.0,Rejected
4804,3.54,STEM,730.0,7.0,Rejected
4805,3.09,STEM,590.0,5.0,Rejected
4806,3.09,Humanities,570.0,5.0,Rejected
4807,3.37,Business,630.0,5.0,Rejected
4808,3.29,Humanities,670.0,4.0,Admit
4809,3.26,Humanities,720.0,3.0,Rejected
4810,3.16,Business,640.0,4.0,Rejected
4811,3.33,Business,680.0,5.0,Admit
4812,3.16,STEM,640.0,6.0,Rejected
4813,3.38,Business,610.0,6.0,Rejected
4814,3.24,Humanities,600.0,6.0,Rejected
4815,3.11,Business,650.0,4.0,Rejected
4816,3.24,STEM,670.0,5.0,Rejected
4817,2.93,Humanities,580.0,5.0,Rejected
4818,3.0,Business,660.0,5.0,Rejected
4819,3.27,STEM,650.0,6.0,Rejected
4820,3.18,STEM,570.0,3.0,Rejected
4821,3.01,Business,570.0,5.0,Rejected
4822,2.99,STEM,580.0,3.0,Rejected
4823,3.3,Business,740.0,5.0,Admit
4824,3.06,Humanities,580.0,5.0,Rejected
4825,3.59,STEM,780.0,4.0,Admit
4826,3.43,Humanities,660.0,7.0,Rejected
4827,3.24,STEM,620.0,4.0,Rejected
4828,3.33,Humanities,690.0,6.0,Rejected
4829,3.03,STEM,630.0,5.0,Rejected
4830,3.13,STEM,570.0,4.0,Rejected
4831,3.26,Humanities,640.0,6.0,Rejected
4832,3.61,Humanities,680.0,4.0,Admit
4833,3.37,STEM,670.0,7.0,Rejected
4834,3.16,Humanities,570.0,6.0,Rejected
4835,3.03,Business,620.0,6.0,Rejected
4836,3.39,Business,700.0,5.0,Rejected
4837,3.35,Humanities,610.0,4.0,Rejected
4838,3.11,STEM,610.0,5.0,Rejected
4839,3.4,STEM,720.0,4.0,Rejected
4840,3.16,Humanities,650.0,6.0,Rejected
4841,2.99,Humanities,630.0,4.0,Rejected
4842,3.26,Humanities,650.0,4.0,Rejected
4843,3.33,Humanities,720.0,5.0,Admit
4844,3.24,Business,600.0,5.0,Rejected
4845,3.15,STEM,580.0,6.0,Rejected
4846,3.07,STEM,650.0,5.0,Rejected
4847,3.38,STEM,670.0,6.0,Rejected
4848,3.48,STEM,660.0,5.0,Waitlist
4849,3.43,STEM,710.0,4.0,Rejected
4850,3.39,Business,600.0,5.0,Rejected
4851,3.13,Business,570.0,4.0,Rejected
4852,3.0,STEM,590.0,5.0,Rejected
4853,3.35,STEM,640.0,5.0,Rejected
4854,3.29,Business,660.0,5.0,Rejected
4855,3.3,Humanities,620.0,5.0,Rejected
4856,3.29,Humanities,670.0,5.0,Rejected
4857,3.01,Humanities,580.0,4.0,Rejected
4858,3.39,STEM,670.0,6.0,Rejected
4859,3.2,Business,610.0,6.0,Rejected
4860,3.4,Humanities,690.0,5.0,Admit
4861,3.09,Business,620.0,6.0,Rejected
4862,3.35,STEM,620.0,4.0,Rejected
4863,3.22,Business,630.0,5.0,Rejected
4864,3.51,Humanities,630.0,5.0,Rejected
4865,3.64,Business,720.0,5.0,Rejected
4866,3.2,Business,650.0,4.0,Rejected
4867,3.09,Humanities,580.0,4.0,Rejected
4868,3.1,Business,570.0,7.0,Rejected
4869,3.36,Humanities,710.0,6.0,Rejected
4870,3.17,Business,590.0,4.0,Rejected
4871,3.28,Business,710.0,5.0,Rejected
4872,3.37,Humanities,720.0,6.0,Rejected
4873,3.29,Humanities,650.0,5.0,Rejected
4874,3.03,STEM,620.0,7.0,Rejected
4875,3.21,STEM,600.0,6.0,Rejected
4876,3.07,Humanities,690.0,4.0,Rejected
4877,2.93,STEM,570.0,5.0,Rejected
4878,3.34,Humanities,710.0,5.0,Rejected
4879,3.12,Humanities,610.0,4.0,Rejected
4880,3.29,STEM,690.0,5.0,Rejected
4881,2.95,Business,570.0,4.0,Rejected
4882,3.25,Humanities,730.0,5.0,Admit
4883,3.02,Business,580.0,3.0,Rejected
4884,3.39,Humanities,740.0,7.0,Admit
4885,3.1,Humanities,640.0,5.0,Rejected
4886,3.53,STEM,700.0,4.0,Admit
4887,3.03,Humanities,580.0,4.0,Rejected
4888,3.26,Humanities,630.0,3.0,Rejected
4889,2.98,Humanities,570.0,5.0,Rejected
4890,3.39,Business,740.0,5.0,Rejected
4891,3.03,Humanities,590.0,4.0,Rejected
4892,3.15,Humanities,600.0,3.0,Rejected
4893,3.17,Humanities,640.0,3.0,Rejected
4894,3.13,Business,650.0,6.0,Rejected
4895,3.28,Humanities,620.0,4.0,Rejected
4896,3.17,Business,660.0,6.0,Rejected
4897,3.27,STEM,660.0,5.0,Rejected
4898,3.45,Business,720.0,4.0,Rejected
4899,3.38,STEM,640.0,5.0,Rejected
4900,3.31,Business,660.0,6.0,Admit
4901,2.65,Humanities,570.0,6.0,Rejected
4902,3.36,Humanities,710.0,6.0,Admit
4903,3.34,Humanities,570.0,6.0,Rejected
4904,3.15,Business,630.0,4.0,Rejected
4905,3.36,Humanities,640.0,5.0,Rejected
4906,3.31,Business,690.0,5.0,Rejected
4907,3.19,Humanities,610.0,7.0,Rejected
4908,3.35,Business,580.0,3.0,Rejected
4909,3.14,Business,620.0,5.0,Rejected
4910,3.28,Business,690.0,6.0,Rejected
4911,3.09,Humanities,630.0,3.0,Rejected
4912,3.49,Humanities,720.0,4.0,Rejected
4913,3.41,Humanities,680.0,6.0,Admit
4914,3.21,Humanities,700.0,3.0,Admit
4915,3.32,Humanities,610.0,6.0,Rejected
4916,3.27,STEM,640.0,7.0,Rejected
4917,3.19,Business,620.0,6.0,Rejected
4918,3.17,Business,610.0,5.0,Rejected
4919,3.19,Humanities,650.0,6.0,Rejected
4920,3.28,STEM,630.0,5.0,Rejected
4921,3.33,Business,690.0,6.0,Rejected
4922,3.34,STEM,610.0,6.0,Rejected
4923,3.19,STEM,570.0,4.0,Rejected
4924,3.24,Humanities,630.0,5.0,Rejected
4925,3.56,Humanities,670.0,6.0,Admit
4926,3.27,Humanities,620.0,5.0,Rejected
4927,3.41,Humanities,670.0,6.0,Admit
4928,3.49,Business,690.0,4.0,Rejected
4929,3.27,Humanities,660.0,5.0,Admit
4930,2.85,Business,570.0,5.0,Rejected
4931,2.99,Humanities,570.0,5.0,Rejected
4932,3.2,STEM,630.0,4.0,Rejected
4933,3.05,Business,680.0,5.0,Rejected
4934,3.31,STEM,600.0,4.0,Rejected
4935,3.15,Humanities,580.0,5.0,Rejected
4936,3.13,STEM,640.0,7.0,Rejected
4937,3.48,Humanities,710.0,5.0,Waitlist
4938,2.97,Humanities,620.0,6.0,Rejected
4939,3.13,Humanities,600.0,5.0,Rejected
4940,3.14,Humanities,580.0,8.0,Rejected
4941,3.09,Business,650.0,5.0,Rejected
4942,3.26,STEM,630.0,6.0,Rejected
4943,3.36,Business,700.0,6.0,Admit
4944,3.37,Business,660.0,6.0,Admit
4945,3.42,Humanities,650.0,5.0,Rejected
4946,3.51,Business,680.0,4.0,Rejected
4947,3.32,STEM,660.0,5.0,Rejected
4948,3.39,Humanities,710.0,4.0,Rejected
4949,3.26,Humanities,660.0,5.0,Admit
4950,3.35,Business,710.0,5.0,Rejected
4951,3.21,STEM,580.0,6.0,Rejected
4952,3.26,STEM,630.0,5.0,Rejected
4953,3.31,STEM,670.0,6.0,Rejected
4954,3.33,Humanities,700.0,5.0,Rejected
4955,3.57,STEM,720.0,7.0,Rejected
4956,3.28,Humanities,660.0,5.0,Rejected
4957,3.26,Business,630.0,4.0,Rejected
4958,3.3,Business,680.0,5.0,Rejected
4959,3.12,Humanities,650.0,3.0,Rejected
4960,3.04,Business,640.0,6.0,Rejected
4961,3.21,Humanities,600.0,5.0,Rejected
4962,3.13,Humanities,670.0,7.0,Rejected
4963,3.1,Humanities,690.0,6.0,Rejected
4964,3.38,Humanities,660.0,5.0,Admit
4965,3.21,Humanities,610.0,2.0,Rejected
4966,3.18,STEM,670.0,5.0,Rejected
4967,3.0,Business,650.0,5.0,Rejected
4968,3.13,Humanities,630.0,4.0,Rejected
4969,3.34,Humanities,690.0,6.0,Rejected
4970,3.24,Business,660.0,5.0,Rejected
4971,3.0,Business,600.0,6.0,Rejected
4972,3.18,STEM,610.0,3.0,Rejected
4973,3.59,Humanities,750.0,3.0,Admit
4974,3.24,Business,660.0,6.0,Rejected
4975,3.18,Humanities,680.0,4.0,Rejected
4976,3.42,STEM,710.0,4.0,Admit
4977,3.28,Business,610.0,5.0,Rejected
4978,2.98,Business,610.0,5.0,Rejected
4979,3.09,STEM,590.0,2.0,Rejected
4980,3.16,Humanities,610.0,5.0,Rejected
4981,3.26,STEM,610.0,4.0,Rejected
4982,3.24,STEM,690.0,6.0,Rejected
4983,3.19,Business,650.0,5.0,Rejected
4984,3.26,STEM,610.0,6.0,Rejected
4985,3.31,Humanities,640.0,4.0,Rejected
4986,3.55,STEM,720.0,5.0,Rejected
4987,3.45,Humanities,690.0,5.0,Admit
4988,2.92,Humanities,570.0,6.0,Rejected
4989,3.44,STEM,650.0,4.0,Rejected
4990,3.37,Humanities,650.0,3.0,Rejected
4991,3.2,Business,720.0,6.0,Rejected
4992,3.46,STEM,630.0,6.0,Rejected
4993,3.31,Business,630.0,5.0,Rejected
4994,3.29,Business,670.0,5.0,Rejected
4995,3.38,Business,680.0,7.0,Rejected
4996,3.18,STEM,580.0,5.0,Rejected
4997,3.27,Business,600.0,5.0,Rejected
4998,3.14,STEM,590.0,5.0,Rejected
4999,3.1,Humanities,580.0,6.0,Rejected
5000,3.35,STEM,760.0,5.0,Admit
5001,3.36,Business,650.0,4.0,Rejected
5002,3.35,STEM,710.0,3.0,Admit
5003,3.3,Humanities,620.0,6.0,Rejected
5004,3.06,Humanities,580.0,5.0,Rejected
5005,3.39,Business,780.0,5.0,Rejected
5006,3.03,STEM,610.0,7.0,Rejected
5007,3.35,Business,570.0,6.0,Rejected
5008,3.31,STEM,670.0,6.0,Rejected
5009,3.07,STEM,590.0,3.0,Rejected
5010,3.4,Business,590.0,6.0,Rejected
5011,3.45,Business,590.0,6.0,Rejected
5012,3.22,Humanities,600.0,4.0,Rejected
5013,3.25,Humanities,710.0,6.0,Admit
5014,3.32,Business,650.0,6.0,Rejected
5015,3.3,Humanities,670.0,5.0,Admit
5016,3.14,STEM,730.0,5.0,Rejected
5017,3.14,Business,650.0,4.0,Rejected
5018,3.34,Business,700.0,6.0,Admit
5019,3.22,Humanities,630.0,4.0,Rejected
5020,3.15,Business,570.0,5.0,Rejected
5021,3.29,STEM,670.0,4.0,Admit
5022,3.06,Business,620.0,5.0,Rejected
5023,3.19,STEM,670.0,4.0,Rejected
5024,2.98,Humanities,590.0,8.0,Rejected
5025,3.35,Humanities,610.0,4.0,Rejected
5026,3.44,Humanities,690.0,5.0,Admit
5027,3.43,STEM,640.0,4.0,Rejected
5028,3.33,STEM,700.0,6.0,Rejected
5029,3.14,Business,570.0,5.0,Rejected
5030,2.87,Humanities,590.0,5.0,Rejected
5031,3.28,Business,690.0,7.0,Rejected
5032,3.22,Business,600.0,4.0,Rejected
5033,3.3,Business,660.0,4.0,Rejected
5034,3.06,Humanities,600.0,4.0,Rejected
5035,3.14,Humanities,650.0,3.0,Rejected
5036,3.49,Humanities,630.0,7.0,Rejected
5037,3.01,STEM,600.0,6.0,Rejected
5038,3.35,STEM,650.0,5.0,Rejected
5039,3.32,Humanities,680.0,5.0,Rejected
5040,3.38,Humanities,740.0,3.0,Rejected
5041,3.31,Humanities,640.0,6.0,Rejected
5042,3.3,Business,660.0,6.0,Rejected
5043,3.22,Business,710.0,4.0,Admit
5044,3.1,STEM,610.0,5.0,Rejected
5045,3.43,STEM,630.0,5.0,Rejected
5046,3.33,Humanities,570.0,5.0,Rejected
5047,3.21,STEM,650.0,5.0,Rejected
5048,3.05,Humanities,600.0,6.0,Rejected
5049,3.54,Humanities,710.0,6.0,Rejected
5050,3.28,Business,650.0,6.0,Rejected
5051,3.37,STEM,740.0,6.0,Rejected
5052,3.37,Business,640.0,4.0,Rejected
5053,3.31,Humanities,660.0,4.0,Rejected
5054,3.34,Humanities,710.0,5.0,Rejected
5055,3.39,STEM,690.0,5.0,Admit
5056,3.07,Business,600.0,6.0,Rejected
5057,3.44,Humanities,660.0,4.0,Rejected
5058,3.19,Humanities,640.0,4.0,Rejected
5059,3.38,Humanities,620.0,5.0,Rejected
5060,3.2,Humanities,600.0,5.0,Rejected
5061,3.07,Business,620.0,5.0,Rejected
5062,3.36,Business,580.0,6.0,Rejected
5063,3.13,Humanities,650.0,5.0,Rejected
5064,3.27,Humanities,670.0,5.0,Rejected
5065,3.13,STEM,580.0,4.0,Rejected
5066,3.44,Humanities,650.0,5.0,Rejected
5067,3.34,Humanities,740.0,4.0,Admit
5068,3.17,Business,620.0,3.0,Rejected
5069,3.31,Business,630.0,6.0,Rejected
5070,3.11,Humanities,600.0,5.0,Rejected
5071,3.21,STEM,650.0,5.0,Rejected
5072,3.23,Business,650.0,4.0,Rejected
5073,3.18,Humanities,640.0,4.0,Rejected
5074,3.25,STEM,640.0,4.0,Rejected
5075,3.3,Humanities,690.0,6.0,Rejected
5076,3.08,STEM,590.0,6.0,Rejected
5077,3.16,Business,620.0,6.0,Rejected
5078,3.15,Humanities,680.0,5.0,Rejected
5079,3.19,Business,570.0,5.0,Rejected
5080,3.52,STEM,700.0,5.0,Rejected
5081,3.25,Business,640.0,5.0,Rejected
5082,3.27,Humanities,650.0,5.0,Rejected
5083,3.43,Business,620.0,4.0,Rejected
5084,3.48,Humanities,750.0,4.0,Admit
5085,3.11,STEM,630.0,6.0,Rejected
5086,3.13,STEM,610.0,5.0,Rejected
5087,3.33,Humanities,680.0,6.0,Rejected
5088,3.28,Humanities,660.0,6.0,Rejected
5089,3.27,Humanities,620.0,6.0,Rejected
5090,3.02,STEM,650.0,5.0,Rejected
5091,3.3,Business,670.0,5.0,Rejected
5092,3.22,Humanities,680.0,5.0,Waitlist
5093,3.5,Humanities,720.0,7.0,Rejected
5094,3.38,Humanities,780.0,6.0,Admit
5095,3.45,Humanities,670.0,4.0,Rejected
5096,3.32,Humanities,600.0,4.0,Rejected
5097,3.45,Humanities,650.0,5.0,Rejected
5098,2.91,STEM,590.0,5.0,Rejected
5099,3.09,Business,590.0,6.0,Rejected
5100,3.27,Business,650.0,5.0,Rejected
5101,3.42,Humanities,590.0,5.0,Rejected
5102,3.11,Business,590.0,5.0,Rejected
5103,3.25,Humanities,640.0,5.0,Rejected
5104,3.22,Humanities,610.0,4.0,Rejected
5105,3.27,Business,600.0,6.0,Rejected
5106,2.94,Humanities,590.0,5.0,Rejected
5107,3.08,STEM,670.0,5.0,Rejected
5108,3.18,Humanities,600.0,4.0,Rejected
5109,3.34,Business,730.0,5.0,Rejected
5110,3.51,Business,680.0,5.0,Rejected
5111,3.25,Humanities,600.0,4.0,Rejected
5112,3.11,Business,600.0,5.0,Rejected
5113,3.05,STEM,600.0,6.0,Rejected
5114,3.54,STEM,670.0,5.0,Admit
5115,3.28,Humanities,600.0,5.0,Rejected
5116,2.99,Business,590.0,7.0,Rejected
5117,3.23,Humanities,570.0,6.0,Rejected
5118,3.31,STEM,710.0,5.0,Rejected
5119,3.38,STEM,670.0,4.0,Rejected
5120,3.28,Business,630.0,5.0,Rejected
5121,3.38,Business,740.0,5.0,Rejected
5122,3.24,Business,640.0,6.0,Rejected
5123,3.49,Humanities,710.0,5.0,Rejected
5124,3.03,Humanities,620.0,4.0,Rejected
5125,3.31,Humanities,690.0,4.0,Rejected
5126,3.21,Business,580.0,4.0,Rejected
5127,3.24,STEM,680.0,6.0,Rejected
5128,3.3,Humanities,720.0,5.0,Rejected
5129,3.44,STEM,770.0,5.0,Rejected
5130,3.44,Humanities,730.0,7.0,Admit
5131,3.48,Humanities,690.0,5.0,Rejected
5132,3.4,Humanities,670.0,5.0,Rejected
5133,3.62,Humanities,700.0,6.0,Admit
5134,3.35,Humanities,750.0,4.0,Admit
5135,3.06,STEM,610.0,5.0,Rejected
5136,3.13,Business,650.0,7.0,Rejected
5137,3.24,Business,610.0,6.0,Rejected
5138,3.28,STEM,640.0,4.0,Rejected
5139,3.31,Humanities,700.0,6.0,Rejected
5140,3.33,Humanities,600.0,5.0,Rejected
5141,3.51,STEM,730.0,3.0,Admit
5142,3.19,STEM,700.0,5.0,Rejected
5143,3.41,Humanities,730.0,5.0,Admit
5144,3.05,Humanities,670.0,5.0,Rejected
5145,3.42,Business,670.0,4.0,Rejected
5146,3.44,Humanities,740.0,5.0,Rejected
5147,3.35,Humanities,660.0,7.0,Rejected
5148,3.41,Business,710.0,6.0,Rejected
5149,3.15,Humanities,600.0,4.0,Rejected
5150,3.43,STEM,780.0,6.0,Rejected
5151,3.08,STEM,600.0,6.0,Rejected
5152,3.48,Humanities,700.0,4.0,Rejected
5153,3.42,Business,650.0,5.0,Rejected
5154,3.17,Humanities,610.0,4.0,Rejected
5155,3.08,Business,620.0,4.0,Rejected
5156,3.04,Humanities,610.0,7.0,Rejected
5157,3.25,Humanities,630.0,6.0,Rejected
5158,3.41,Humanities,630.0,4.0,Rejected
5159,3.57,Humanities,760.0,4.0,Rejected
5160,3.35,Business,630.0,5.0,Rejected
5161,3.0,Business,650.0,4.0,Rejected
5162,3.49,Business,640.0,5.0,Rejected
5163,3.2,Business,620.0,4.0,Rejected
5164,2.93,Humanities,590.0,7.0,Rejected
5165,3.41,Humanities,730.0,5.0,Admit
