age,education.num,occupation,race,sex,hours.per.week,income
42,10,Transport-moving,White,Male,38,<=50K
28,15,Prof-specialty,White,Female,50,<=50K
20,9,Other-service,White,Male,35,<=50K
31,10,Adm-clerical,Asian-Pac-Islander,Male,50,<=50K
36,10,Adm-clerical,White,Male,40,<=50K
39,12,Prof-specialty,White,Male,40,>50K
52,9,Adm-clerical,White,Male,40,<=50K
27,9,Transport-moving,White,Male,40,<=50K
45,9,Adm-clerical,White,Female,50,<=50K
21,5,Other-service,Amer-Indian-Eskimo,Male,40,<=50K
25,9,Adm-clerical,White,Female,40,<=50K
24,10,Other-service,White,Female,25,<=50K
38,12,Exec-managerial,White,Male,55,<=50K
45,9,Adm-clerical,White,Female,38,<=50K
59,6,Transport-moving,White,Male,50,<=50K
41,9,Adm-clerical,White,Male,40,<=50K
23,13,Adm-clerical,White,Female,40,<=50K
43,10,Adm-clerical,White,Male,45,<=50K
17,7,Sales,White,Male,20,<=50K
42,11,Machine-op-inspct,White,Male,40,<=50K
43,9,Adm-clerical,White,Male,40,<=50K
61,9,Adm-clerical,White,Male,40,>50K
28,9,Machine-op-inspct,White,Male,40,<=50K
47,9,Machine-op-inspct,White,Female,60,<=50K
21,4,Craft-repair,White,Male,40,<=50K
39,10,Craft-repair,White,Male,40,<=50K
27,13,Handlers-cleaners,Black,Male,40,<=50K
21,10,Other-service,Black,Female,12,<=50K
25,3,Machine-op-inspct,White,Male,40,<=50K
51,10,Sales,White,Male,50,>50K
35,13,Sales,Black,Female,40,<=50K
19,10,Other-service,White,Male,12,<=50K
34,10,Sales,Black,Female,35,<=50K
36,9,Craft-repair,White,Male,40,<=50K
33,13,Craft-repair,White,Male,35,<=50K
60,13,Craft-repair,White,Male,40,<=50K
47,9,Prof-specialty,Black,Female,40,<=50K
42,9,Craft-repair,White,Male,75,>50K
34,10,Exec-managerial,White,Male,65,>50K
21,9,Other-service,White,Female,32,<=50K
30,14,Other-service,White,Male,15,>50K
53,14,Exec-managerial,White,Female,50,>50K
34,9,Craft-repair,White,Male,40,<=50K
37,13,Handlers-cleaners,White,Male,40,<=50K
27,9,Adm-clerical,Black,Female,40,<=50K
31,13,Sales,White,Male,40,<=50K
30,10,Adm-clerical,White,Female,40,<=50K
33,9,Transport-moving,White,Male,45,<=50K
41,10,Exec-managerial,White,Male,40,<=50K
23,10,Prof-specialty,White,Male,30,<=50K
65,10,Exec-managerial,White,Female,40,<=50K
30,9,Other-service,White,Female,40,<=50K
30,10,Handlers-cleaners,White,Male,40,<=50K
42,9,Craft-repair,White,Male,40,<=50K
62,11,Exec-managerial,White,Female,45,>50K
50,13,Tech-support,White,Male,20,>50K
33,13,Adm-clerical,Asian-Pac-Islander,Male,40,<=50K
27,10,Transport-moving,White,Male,40,<=50K
35,10,Machine-op-inspct,Amer-Indian-Eskimo,Male,40,<=50K
55,10,Transport-moving,White,Male,6,>50K
56,13,Tech-support,White,Male,48,>50K
21,11,Adm-clerical,White,Female,40,<=50K
66,4,Other-service,White,Female,20,<=50K
46,9,Craft-repair,White,Male,50,<=50K
23,13,Exec-managerial,White,Female,38,<=50K
43,14,Exec-managerial,White,Female,45,<=50K
40,9,Machine-op-inspct,White,Male,55,<=50K
52,3,Craft-repair,White,Male,40,<=50K
59,13,Prof-specialty,White,Male,50,>50K
36,11,Adm-clerical,Black,Female,40,<=50K
33,9,Transport-moving,White,Male,40,<=50K
20,9,Sales,White,Male,40,<=50K
21,9,Machine-op-inspct,White,Male,35,<=50K
42,14,Exec-managerial,White,Male,50,>50K
62,9,Sales,White,Female,43,<=50K
54,9,Sales,White,Male,40,<=50K
35,4,Machine-op-inspct,White,Female,30,<=50K
36,12,Tech-support,White,Female,40,<=50K
21,9,Adm-clerical,White,Female,45,<=50K
30,9,Farming-fishing,White,Female,14,<=50K
46,10,Craft-repair,White,Male,40,>50K
32,3,Machine-op-inspct,Asian-Pac-Islander,Female,40,>50K
21,10,Sales,White,Male,64,<=50K
39,9,Adm-clerical,White,Male,40,<=50K
54,9,Exec-managerial,White,Female,43,<=50K
23,9,Machine-op-inspct,White,Male,40,<=50K
42,2,Machine-op-inspct,White,Male,40,<=50K
28,10,Other-service,White,Male,35,<=50K
28,9,Craft-repair,White,Male,40,<=50K
35,12,Tech-support,White,Male,40,<=50K
19,10,Exec-managerial,White,Female,40,<=50K
27,9,Handlers-cleaners,Black,Male,35,<=50K
54,2,Transport-moving,White,Male,50,<=50K
19,9,Sales,White,Female,35,<=50K
27,10,Sales,White,Female,30,<=50K
30,9,Other-service,White,Male,50,<=50K
35,12,Adm-clerical,White,Female,35,<=50K
19,10,Prof-specialty,White,Female,20,<=50K
30,9,Handlers-cleaners,White,Male,40,>50K
32,13,Tech-support,White,Male,40,<=50K
31,10,Sales,White,Female,40,<=50K
26,11,Sales,Black,Male,65,<=50K
44,10,Sales,White,Female,25,<=50K
52,13,Exec-managerial,White,Male,50,>50K
30,10,Farming-fishing,White,Male,40,<=50K
32,9,Other-service,White,Female,60,<=50K
19,9,Craft-repair,White,Male,40,<=50K
33,9,Machine-op-inspct,White,Male,30,<=50K
20,10,Handlers-cleaners,White,Male,40,<=50K
61,4,Machine-op-inspct,White,Male,40,<=50K
33,10,Other-service,Black,Female,35,<=50K
24,10,Sales,White,Female,35,<=50K
31,13,Craft-repair,White,Male,60,<=50K
32,11,Exec-managerial,White,Female,50,<=50K
29,12,Tech-support,White,Female,40,<=50K
61,6,Other-service,White,Male,24,<=50K
48,9,Machine-op-inspct,White,Female,50,<=50K
29,12,Adm-clerical,White,Female,40,<=50K
34,10,Handlers-cleaners,Black,Male,48,<=50K
22,12,Adm-clerical,White,Female,15,<=50K
38,9,Craft-repair,White,Male,40,<=50K
27,10,Machine-op-inspct,White,Female,40,<=50K
26,9,Craft-repair,Asian-Pac-Islander,Male,40,<=50K
62,9,Adm-clerical,White,Female,40,<=50K
28,9,Other-service,White,Female,40,<=50K
50,9,Craft-repair,Black,Male,40,<=50K
37,9,Craft-repair,White,Male,40,<=50K
63,2,Machine-op-inspct,White,Female,44,<=50K
35,5,Handlers-cleaners,Black,Male,40,<=50K
55,13,Sales,White,Male,40,>50K
40,9,Sales,White,Female,40,>50K
25,9,Sales,Other,Male,50,<=50K
51,10,Exec-managerial,White,Male,40,<=50K
47,10,Other-service,White,Male,40,>50K
26,13,Exec-managerial,White,Female,40,<=50K
46,11,Craft-repair,White,Male,40,<=50K
24,8,Craft-repair,White,Male,40,<=50K
19,4,Adm-clerical,White,Male,80,<=50K
36,13,Prof-specialty,Black,Male,35,<=50K
18,8,Other-service,White,Female,20,<=50K
46,14,Prof-specialty,White,Male,40,>50K
30,9,Other-service,Black,Female,32,<=50K
29,9,Other-service,Black,Female,40,<=50K
65,9,Other-service,Black,Female,20,<=50K
41,14,Exec-managerial,White,Female,40,>50K
34,13,Exec-managerial,White,Male,40,<=50K
58,4,Transport-moving,Black,Male,40,<=50K
39,9,Other-service,Black,Female,40,<=50K
21,10,Other-service,White,Female,40,<=50K
31,9,Transport-moving,White,Male,50,>50K
33,16,Prof-specialty,White,Male,50,>50K
28,13,Exec-managerial,White,Male,60,<=50K
32,13,Exec-managerial,White,Male,55,>50K
31,9,Other-service,Black,Female,40,<=50K
48,13,Tech-support,Asian-Pac-Islander,Male,45,>50K
27,9,Transport-moving,White,Male,40,<=50K
45,9,Craft-repair,Black,Female,40,<=50K
34,9,Exec-managerial,White,Male,50,<=50K
17,6,Sales,White,Female,10,<=50K
25,9,Handlers-cleaners,Black,Male,23,<=50K
34,13,Prof-specialty,White,Female,62,>50K
33,9,Sales,White,Female,40,<=50K
21,10,Adm-clerical,White,Female,20,<=50K
22,9,Machine-op-inspct,White,Male,50,<=50K
61,10,Prof-specialty,White,Male,42,<=50K
40,9,Adm-clerical,White,Female,30,>50K
58,10,Sales,White,Male,12,<=50K
30,10,Craft-repair,White,Male,58,<=50K
24,9,Craft-repair,White,Male,60,<=50K
52,8,Exec-managerial,White,Male,50,>50K
50,9,Sales,White,Female,40,<=50K
49,10,Craft-repair,Black,Male,30,<=50K
22,9,Adm-clerical,White,Female,40,<=50K
32,13,Adm-clerical,White,Female,35,>50K
21,10,Adm-clerical,White,Female,40,<=50K
25,10,Machine-op-inspct,White,Female,50,<=50K
34,9,Adm-clerical,White,Male,45,<=50K
48,6,Exec-managerial,White,Male,45,>50K
21,10,Adm-clerical,Black,Female,40,<=50K
20,4,Machine-op-inspct,White,Female,52,<=50K
30,10,Adm-clerical,White,Male,40,>50K
44,9,Craft-repair,Black,Male,60,<=50K
29,9,Transport-moving,White,Male,60,<=50K
31,15,Tech-support,White,Female,35,<=50K
35,9,Craft-repair,White,Male,40,<=50K
27,9,Adm-clerical,White,Male,40,<=50K
26,13,Exec-managerial,White,Female,45,<=50K
37,5,Transport-moving,White,Male,70,>50K
33,13,Transport-moving,White,Male,40,<=50K
44,4,Other-service,White,Female,55,<=50K
34,13,Exec-managerial,White,Male,40,>50K
28,12,Craft-repair,White,Male,5,<=50K
30,10,Other-service,White,Female,45,<=50K
41,13,Prof-specialty,White,Male,35,<=50K
23,13,Tech-support,White,Female,40,<=50K
19,9,Handlers-cleaners,White,Male,70,<=50K
26,10,Other-service,White,Male,20,<=50K
32,13,Sales,Black,Male,40,>50K
26,9,Adm-clerical,White,Female,48,<=50K
49,9,Transport-moving,White,Male,40,<=50K
54,14,Tech-support,White,Male,40,>50K
36,9,Craft-repair,White,Male,55,<=50K
41,9,Handlers-cleaners,White,Male,48,<=50K
27,13,Other-service,White,Male,35,<=50K
40,11,Farming-fishing,White,Male,60,<=50K
46,9,Craft-repair,White,Male,40,<=50K
43,5,Transport-moving,Black,Male,40,<=50K
46,9,Craft-repair,White,Male,40,<=50K
51,10,Exec-managerial,Amer-Indian-Eskimo,Male,60,<=50K
19,10,Adm-clerical,White,Female,15,<=50K
31,9,Machine-op-inspct,White,Male,40,<=50K
27,13,Sales,White,Male,50,>50K
21,10,Other-service,White,Female,40,<=50K
36,9,Transport-moving,White,Male,50,<=50K
23,9,Machine-op-inspct,White,Female,16,<=50K
62,14,Prof-specialty,White,Female,40,>50K
31,13,Protective-serv,Black,Male,50,>50K
39,9,Farming-fishing,White,Male,40,<=50K
24,13,Prof-specialty,White,Male,30,<=50K
38,9,Machine-op-inspct,White,Male,40,<=50K
36,9,Exec-managerial,White,Male,40,<=50K
17,7,Sales,Black,Female,15,<=50K
27,9,Other-service,White,Female,40,<=50K
30,10,Craft-repair,Black,Male,40,<=50K
43,9,Exec-managerial,White,Female,40,<=50K
51,7,Other-service,Black,Female,30,<=50K
34,9,Craft-repair,White,Male,48,>50K
79,16,Exec-managerial,White,Male,6,>50K
28,10,Other-service,White,Male,40,<=50K
41,10,Exec-managerial,White,Male,50,<=50K
21,10,Other-service,White,Male,50,<=50K
31,13,Tech-support,White,Female,40,<=50K
45,9,Exec-managerial,White,Male,45,<=50K
23,9,Transport-moving,White,Male,50,<=50K
32,10,Exec-managerial,White,Male,50,<=50K
67,7,Transport-moving,White,Male,40,<=50K
32,14,Exec-managerial,White,Male,55,>50K
35,9,Farming-fishing,White,Male,50,<=50K
29,10,Prof-specialty,White,Male,40,<=50K
38,9,Craft-repair,White,Male,40,<=50K
38,10,Sales,White,Male,60,<=50K
18,9,Prof-specialty,White,Male,30,<=50K
22,9,Adm-clerical,White,Female,40,<=50K
28,10,Adm-clerical,Asian-Pac-Islander,Female,30,<=50K
25,10,Machine-op-inspct,White,Male,40,<=50K
43,9,Adm-clerical,White,Female,25,>50K
33,10,Craft-repair,White,Male,40,<=50K
41,9,Exec-managerial,White,Male,40,>50K
29,14,Craft-repair,White,Male,30,<=50K
64,9,Exec-managerial,White,Male,40,>50K
58,13,Exec-managerial,White,Male,50,>50K
20,9,Adm-clerical,White,Female,40,<=50K
35,10,Sales,White,Male,40,<=50K
27,9,Machine-op-inspct,White,Male,40,<=50K
42,11,Adm-clerical,White,Female,40,<=50K
47,8,Adm-clerical,White,Male,35,<=50K
29,9,Handlers-cleaners,Black,Female,40,<=50K
33,2,Sales,White,Female,24,<=50K
44,10,Exec-managerial,Black,Female,40,<=50K
25,9,Transport-moving,White,Male,78,<=50K
24,13,Adm-clerical,White,Female,10,<=50K
53,13,Exec-managerial,Black,Male,50,>50K
39,13,Exec-managerial,Black,Female,60,<=50K
72,9,Farming-fishing,White,Male,40,<=50K
43,5,Sales,White,Female,44,<=50K
25,10,Protective-serv,White,Male,40,<=50K
37,12,Prof-specialty,White,Male,45,>50K
27,9,Machine-op-inspct,White,Female,40,<=50K
39,16,Prof-specialty,White,Male,50,>50K
29,9,Craft-repair,White,Male,50,>50K
50,13,Exec-managerial,White,Male,50,>50K
33,3,Other-service,White,Female,40,<=50K
18,9,Sales,White,Female,20,<=50K
20,7,Handlers-cleaners,White,Male,32,<=50K
32,10,Tech-support,White,Female,50,<=50K
45,10,Adm-clerical,White,Female,40,<=50K
48,9,Handlers-cleaners,Black,Female,40,<=50K
23,9,Machine-op-inspct,White,Female,40,<=50K
44,13,Sales,Asian-Pac-Islander,Male,40,>50K
47,10,Tech-support,Black,Male,40,>50K
47,9,Craft-repair,Black,Female,40,<=50K
46,2,Other-service,Amer-Indian-Eskimo,Female,20,<=50K
19,9,Sales,White,Female,40,<=50K
51,9,Adm-clerical,White,Male,40,<=50K
41,9,Exec-managerial,White,Male,40,<=50K
37,7,Other-service,Black,Female,40,<=50K
31,9,Craft-repair,White,Male,40,<=50K
25,9,Other-service,White,Male,40,<=50K
46,10,Tech-support,White,Male,40,>50K
47,16,Prof-specialty,White,Female,40,<=50K
28,9,Exec-managerial,White,Male,50,>50K
43,9,Machine-op-inspct,White,Male,40,<=50K
28,6,Handlers-cleaners,White,Male,40,<=50K
19,7,Handlers-cleaners,White,Male,30,<=50K
19,9,Craft-repair,White,Male,35,<=50K
64,16,Prof-specialty,White,Male,60,>50K
44,16,Exec-managerial,White,Male,60,>50K
21,9,Craft-repair,White,Male,48,<=50K
33,9,Prof-specialty,White,Male,40,<=50K
63,13,Protective-serv,Asian-Pac-Islander,Male,40,>50K
28,9,Exec-managerial,White,Female,70,<=50K
24,13,Sales,White,Male,40,<=50K
20,10,Adm-clerical,Black,Female,20,<=50K
20,9,Handlers-cleaners,White,Male,40,<=50K
21,9,Handlers-cleaners,Amer-Indian-Eskimo,Male,40,<=50K
34,10,Machine-op-inspct,Black,Male,52,<=50K
17,7,Sales,White,Female,15,<=50K
35,7,Other-service,Black,Female,40,<=50K
26,9,Farming-fishing,White,Male,40,<=50K
35,9,Farming-fishing,White,Male,70,<=50K
25,9,Machine-op-inspct,White,Male,40,<=50K
27,10,Other-service,White,Male,40,<=50K
52,11,Protective-serv,White,Male,40,>50K
43,13,Prof-specialty,White,Female,50,<=50K
37,9,Machine-op-inspct,White,Male,40,<=50K
58,9,Adm-clerical,White,Female,40,<=50K
25,12,Craft-repair,White,Male,45,<=50K
54,14,Other-service,White,Male,40,<=50K
44,9,Machine-op-inspct,Asian-Pac-Islander,Female,45,<=50K
61,3,Craft-repair,White,Male,40,<=50K
29,9,Craft-repair,Amer-Indian-Eskimo,Male,40,<=50K
34,10,Craft-repair,White,Male,40,>50K
24,10,Other-service,White,Female,40,<=50K
40,12,Tech-support,White,Male,42,>50K
42,15,Prof-specialty,White,Male,60,>50K
50,9,Machine-op-inspct,White,Male,40,<=50K
49,9,Machine-op-inspct,White,Male,40,<=50K
38,9,Machine-op-inspct,White,Male,40,<=50K
41,9,Adm-clerical,Black,Male,45,<=50K
70,10,Exec-managerial,White,Male,5,<=50K
51,10,Craft-repair,White,Male,40,>50K
24,13,Prof-specialty,White,Female,40,<=50K
57,9,Craft-repair,White,Male,48,>50K
22,10,Adm-clerical,White,Female,20,<=50K
31,10,Craft-repair,White,Male,40,>50K
28,10,Tech-support,White,Female,40,<=50K
45,9,Exec-managerial,White,Male,50,<=50K
39,9,Craft-repair,White,Male,40,>50K
26,10,Sales,White,Female,40,<=50K
38,9,Craft-repair,Black,Male,40,<=50K
19,9,Handlers-cleaners,White,Male,20,<=50K
30,9,Machine-op-inspct,White,Male,44,<=50K
28,14,Prof-specialty,White,Male,40,>50K
53,5,Craft-repair,Black,Male,40,<=50K
32,13,Prof-specialty,White,Male,38,<=50K
47,14,Prof-specialty,White,Female,40,<=50K
36,10,Craft-repair,White,Male,56,<=50K
21,7,Sales,White,Female,38,<=50K
25,13,Protective-serv,White,Male,40,>50K
37,9,Protective-serv,White,Female,40,<=50K
31,9,Other-service,White,Female,30,<=50K
43,9,Transport-moving,White,Male,50,<=50K
56,10,Adm-clerical,White,Male,35,<=50K
35,13,Exec-managerial,Asian-Pac-Islander,Male,40,<=50K
59,4,Other-service,Black,Female,38,<=50K
47,14,Prof-specialty,White,Female,40,<=50K
44,13,Prof-specialty,White,Male,55,>50K
64,10,Other-service,White,Male,40,<=50K
26,9,Craft-repair,White,Male,45,<=50K
53,13,Exec-managerial,White,Male,40,>50K
50,13,Craft-repair,White,Male,40,<=50K
46,9,Adm-clerical,White,Female,44,<=50K
45,9,Sales,White,Male,50,>50K
44,9,Adm-clerical,White,Female,40,<=50K
23,9,Machine-op-inspct,Black,Female,40,<=50K
33,10,Adm-clerical,Black,Female,38,<=50K
34,9,Sales,White,Female,35,<=50K
38,11,Adm-clerical,White,Female,40,<=50K
62,13,Exec-managerial,White,Male,35,>50K
21,10,Sales,White,Male,40,<=50K
41,9,Craft-repair,White,Male,8,<=50K
35,9,Handlers-cleaners,White,Male,40,<=50K
62,10,Other-service,White,Male,45,<=50K
53,9,Craft-repair,White,Male,40,>50K
69,10,Transport-moving,White,Male,16,<=50K
19,10,Sales,White,Female,16,<=50K
47,13,Exec-managerial,White,Male,40,>50K
52,10,Sales,White,Male,90,>50K
54,9,Craft-repair,White,Male,40,<=50K
30,9,Transport-moving,White,Male,73,>50K
39,9,Adm-clerical,White,Female,25,<=50K
64,13,Sales,White,Male,40,<=50K
32,9,Craft-repair,White,Male,40,<=50K
51,9,Prof-specialty,White,Male,40,>50K
57,13,Sales,White,Male,40,<=50K
25,9,Machine-op-inspct,White,Male,40,<=50K
39,10,Other-service,White,Female,25,<=50K
49,9,Adm-clerical,White,Female,16,<=50K
28,13,Prof-specialty,White,Male,55,>50K
40,10,Craft-repair,Black,Male,40,<=50K
24,9,Machine-op-inspct,White,Male,50,<=50K
50,6,Other-service,White,Male,8,<=50K
35,9,Exec-managerial,White,Male,40,<=50K
33,13,Prof-specialty,White,Female,46,<=50K
54,13,Exec-managerial,White,Male,40,<=50K
35,9,Transport-moving,White,Male,45,<=50K
31,9,Protective-serv,White,Male,40,>50K
47,10,Farming-fishing,White,Male,40,<=50K
48,9,Sales,White,Female,20,<=50K
35,13,Exec-managerial,White,Male,40,>50K
36,1,Machine-op-inspct,Black,Male,40,<=50K
30,13,Exec-managerial,White,Female,55,<=50K
39,10,Craft-repair,White,Male,55,>50K
25,10,Handlers-cleaners,Amer-Indian-Eskimo,Male,40,<=50K
40,9,Other-service,White,Female,35,<=50K
25,9,Exec-managerial,White,Male,40,<=50K
33,9,Machine-op-inspct,White,Female,40,<=50K
53,10,Handlers-cleaners,White,Male,40,<=50K
18,7,Other-service,White,Male,10,<=50K
41,9,Machine-op-inspct,Black,Male,40,<=50K
25,13,Prof-specialty,White,Male,50,<=50K
66,4,Farming-fishing,White,Male,50,<=50K
27,9,Craft-repair,White,Male,40,<=50K
28,9,Sales,Black,Female,40,<=50K
23,9,Handlers-cleaners,Black,Male,40,<=50K
29,6,Craft-repair,White,Male,80,<=50K
26,10,Exec-managerial,White,Female,40,<=50K
26,9,Handlers-cleaners,White,Male,42,<=50K
26,5,Other-service,White,Male,35,<=50K
38,9,Craft-repair,White,Male,40,<=50K
36,3,Craft-repair,White,Male,40,<=50K
32,9,Adm-clerical,White,Male,40,<=50K
57,9,Craft-repair,White,Male,50,>50K
31,10,Adm-clerical,White,Female,40,<=50K
38,13,Exec-managerial,White,Female,38,<=50K
39,9,Other-service,Other,Female,40,<=50K
18,7,Other-service,White,Female,20,<=50K
28,9,Other-service,Black,Male,40,<=50K
41,14,Exec-managerial,White,Female,55,<=50K
39,5,Machine-op-inspct,White,Male,40,>50K
31,10,Tech-support,White,Male,40,<=50K
38,9,Adm-clerical,White,Female,38,<=50K
43,10,Exec-managerial,Black,Female,38,<=50K
27,9,Craft-repair,White,Male,40,<=50K
46,13,Prof-specialty,Black,Female,36,<=50K
20,9,Adm-clerical,White,Female,40,<=50K
42,10,Prof-specialty,White,Female,20,<=50K
69,9,Exec-managerial,White,Female,40,<=50K
47,11,Adm-clerical,White,Female,35,<=50K
49,9,Craft-repair,White,Male,40,<=50K
20,10,Exec-managerial,White,Female,30,<=50K
52,3,Sales,White,Female,15,<=50K
33,3,Other-service,White,Male,59,<=50K
18,7,Other-service,White,Female,6,<=50K
55,9,Farming-fishing,White,Female,55,<=50K
61,4,Farming-fishing,Black,Male,40,<=50K
39,13,Exec-managerial,White,Male,45,>50K
30,10,Craft-repair,White,Male,40,<=50K
61,9,Adm-clerical,Black,Female,40,<=50K
36,12,Sales,White,Female,15,<=50K
34,10,Craft-repair,White,Male,50,<=50K
38,11,Tech-support,White,Female,36,>50K
27,9,Handlers-cleaners,White,Male,40,<=50K
32,7,Handlers-cleaners,White,Female,40,<=50K
60,13,Prof-specialty,White,Female,60,>50K
23,13,Exec-managerial,White,Male,40,<=50K
22,9,Craft-repair,White,Male,50,<=50K
25,9,Sales,White,Male,35,<=50K
29,13,Machine-op-inspct,White,Male,48,<=50K
90,9,Craft-repair,White,Male,30,<=50K
37,9,Adm-clerical,White,Female,40,<=50K
32,9,Craft-repair,Black,Male,38,<=50K
18,9,Other-service,Black,Male,40,<=50K
35,10,Other-service,White,Female,65,<=50K
43,13,Exec-managerial,White,Male,45,>50K
28,9,Exec-managerial,White,Male,65,>50K
51,5,Farming-fishing,White,Male,40,<=50K
31,10,Craft-repair,White,Male,42,<=50K
57,13,Exec-managerial,White,Male,40,>50K
28,6,Machine-op-inspct,White,Female,40,<=50K
25,9,Handlers-cleaners,White,Male,95,<=50K
49,12,Craft-repair,White,Male,30,<=50K
52,5,Handlers-cleaners,White,Male,40,<=50K
23,13,Prof-specialty,White,Male,40,<=50K
32,3,Craft-repair,White,Male,40,<=50K
31,10,Sales,Asian-Pac-Islander,Female,50,<=50K
30,9,Craft-repair,White,Male,50,<=50K
24,9,Craft-repair,White,Male,60,<=50K
45,12,Craft-repair,White,Male,66,<=50K
30,9,Machine-op-inspct,White,Male,40,<=50K
42,9,Adm-clerical,Black,Female,25,<=50K
49,9,Farming-fishing,White,Male,40,<=50K
20,9,Other-service,White,Male,30,<=50K
25,13,Adm-clerical,White,Female,40,<=50K
41,5,Other-service,White,Male,55,<=50K
55,9,Sales,Black,Female,40,<=50K
25,13,Protective-serv,Black,Female,40,<=50K
32,9,Exec-managerial,White,Male,40,<=50K
29,10,Adm-clerical,White,Male,40,<=50K
37,9,Other-service,Black,Female,40,<=50K
52,4,Other-service,White,Female,40,<=50K
19,10,Adm-clerical,White,Female,15,<=50K
43,12,Craft-repair,White,Male,40,<=50K
39,10,Adm-clerical,White,Male,40,<=50K
40,10,Transport-moving,White,Male,40,>50K
54,2,Priv-house-serv,White,Female,40,<=50K
35,13,Sales,White,Male,40,<=50K
35,10,Prof-specialty,White,Male,40,>50K
57,16,Prof-specialty,Asian-Pac-Islander,Male,40,>50K
26,13,Other-service,White,Female,40,<=50K
55,13,Sales,White,Female,15,<=50K
51,13,Adm-clerical,White,Female,40,<=50K
35,12,Transport-moving,Black,Male,30,<=50K
31,9,Handlers-cleaners,White,Male,40,<=50K
17,7,Adm-clerical,White,Female,8,<=50K
38,9,Machine-op-inspct,White,Female,40,<=50K
29,9,Craft-repair,White,Male,45,<=50K
39,11,Sales,White,Female,40,<=50K
42,10,Prof-specialty,White,Male,40,>50K
46,14,Exec-managerial,White,Male,50,>50K
73,4,Handlers-cleaners,White,Male,25,<=50K
28,9,Sales,White,Female,70,<=50K
38,15,Exec-managerial,White,Male,40,>50K
19,9,Sales,White,Male,35,<=50K
60,11,Prof-specialty,White,Male,40,>50K
24,10,Machine-op-inspct,White,Male,40,<=50K
52,7,Machine-op-inspct,White,Male,40,<=50K
36,13,Exec-managerial,White,Female,45,<=50K
26,14,Prof-specialty,White,Female,40,<=50K
28,13,Prof-specialty,White,Male,16,<=50K
38,13,Craft-repair,White,Male,50,>50K
47,14,Exec-managerial,White,Male,50,>50K
50,13,Exec-managerial,White,Female,40,>50K
27,9,Sales,White,Male,40,<=50K
47,10,Prof-specialty,White,Female,40,<=50K
49,9,Machine-op-inspct,Black,Male,40,<=50K
63,9,Exec-managerial,White,Female,40,<=50K
36,9,Transport-moving,White,Male,70,>50K
42,10,Adm-clerical,White,Female,35,<=50K
28,14,Exec-managerial,Black,Female,45,<=50K
38,9,Adm-clerical,White,Female,22,<=50K
49,10,Prof-specialty,White,Male,40,>50K
59,9,Machine-op-inspct,White,Female,40,<=50K
25,13,Sales,White,Male,40,>50K
26,12,Prof-specialty,White,Female,36,<=50K
59,10,Prof-specialty,White,Female,48,<=50K
34,10,Craft-repair,White,Male,45,<=50K
34,14,Prof-specialty,Asian-Pac-Islander,Male,43,>50K
67,9,Other-service,White,Female,24,<=50K
45,11,Exec-managerial,White,Female,44,<=50K
64,4,Craft-repair,Black,Male,40,<=50K
51,14,Prof-specialty,White,Male,38,>50K
31,13,Sales,White,Male,55,>50K
42,13,Exec-managerial,White,Male,45,>50K
65,3,Other-service,Asian-Pac-Islander,Male,40,<=50K
23,10,Adm-clerical,White,Male,20,<=50K
31,10,Craft-repair,White,Male,45,<=50K
33,6,Machine-op-inspct,White,Female,40,<=50K
17,7,Craft-repair,White,Male,35,<=50K
63,14,Handlers-cleaners,White,Male,46,<=50K
48,9,Machine-op-inspct,White,Male,60,>50K
45,12,Handlers-cleaners,White,Male,40,<=50K
17,6,Handlers-cleaners,White,Male,10,<=50K
26,9,Craft-repair,White,Male,40,<=50K
38,10,Tech-support,Black,Female,40,<=50K
29,9,Exec-managerial,White,Female,40,<=50K
44,10,Adm-clerical,White,Female,32,<=50K
43,14,Craft-repair,White,Male,40,<=50K
39,13,Exec-managerial,White,Male,40,<=50K
43,9,Other-service,Black,Male,40,<=50K
23,9,Adm-clerical,White,Female,45,<=50K
19,9,Other-service,Asian-Pac-Islander,Female,40,<=50K
49,5,Craft-repair,White,Male,40,<=50K
32,9,Transport-moving,White,Male,50,<=50K
44,10,Handlers-cleaners,White,Male,40,<=50K
63,4,Sales,White,Male,40,<=50K
42,9,Other-service,Black,Female,60,<=50K
21,10,Sales,White,Male,40,<=50K
32,10,Craft-repair,White,Male,40,<=50K
24,9,Other-service,White,Female,50,<=50K
50,9,Transport-moving,White,Male,40,<=50K
26,13,Sales,White,Male,80,>50K
35,9,Exec-managerial,White,Male,35,<=50K
31,13,Craft-repair,White,Male,44,>50K
24,2,Farming-fishing,Other,Male,66,<=50K
40,9,Craft-repair,White,Male,56,<=50K
31,13,Exec-managerial,White,Male,55,<=50K
43,9,Handlers-cleaners,White,Male,40,<=50K
44,9,Sales,White,Male,35,>50K
40,13,Prof-specialty,White,Female,40,<=50K
51,3,Craft-repair,White,Male,40,<=50K
39,13,Prof-specialty,White,Male,40,<=50K
40,10,Machine-op-inspct,White,Male,35,<=50K
33,9,Craft-repair,White,Male,40,<=50K
38,10,Protective-serv,White,Male,60,>50K
29,11,Handlers-cleaners,White,Male,50,<=50K
37,10,Adm-clerical,Black,Female,37,<=50K
19,9,Machine-op-inspct,White,Male,40,<=50K
46,9,Machine-op-inspct,Black,Male,40,<=50K
46,12,Exec-managerial,White,Male,40,>50K
37,10,Protective-serv,Black,Male,30,<=50K
34,10,Adm-clerical,Black,Female,40,<=50K
